id,province,city,district,location,bd_lat,bd_lon,tdt_lat,tdt_lon,status
f7d0c10a-200f-4dda-b4e7-e392f45ff035,北京市,北京市,门头沟区,马庄镇大寨村 河头湾村 北天井汪村，东至大寨（原磨其山 原亚子）村 河头湾村土地，南至北天井汪村土地，西至河头湾村 大寨（原亚子 原磨其山）村土地，北至大寨（原磨其山）村土地,0.0,0.0,39.959852,116.099728,0
985bf6af-089d-4c89-b95a-25ca769e3b6c,北京市,北京市,000反查无结果,睢阳区，东至文庙路，南至前刘新村，西至商丘市梁园区九道货场有限公司，北至彩虹西路（规划）,0.0,0.0,0.0,0.0,0
b166630b-4d45-48f5-acd2-359263e6f155,北京市,北京市,东城区, 费县探沂镇石行村，东至石行村土地，南至石行村土地，西至石行村土地，北至石行村土地,0.0,0.0,39.90312,116.401,0
3d9316d2-f54e-428d-9a29-d82f95214a5b,北京市,北京市,000反查无结果,费县探沂镇石行村，东至政府储备用地，南至规划路，西至临沂平传装饰材料有限公司，北至临沂市普奥经贸有限公司,0.0,0.0,0.0,0.0,0
4bdcef63-1f41-4d7e-b94d-7829b0e1e9fa,北京市,北京市,平谷区,城区鑫源路以南 新开街以西 东至胡同，南至李春光住宅，西至胡玉芳住宅，北至范同聚住宅。,0.0,0.0,40.140984,117.110752,0
71708c5d-ed38-4de2-bc15-2bb6ca9128ad,北京市,北京市,海淀区,位于忠和镇忠和村，东以国道109线为界，西以规划园区支路为界，南北以实际控制线为界。 ,0.0,0.0,40.025292,116.306184,0
d6efd2b6-1afc-4c47-8396-3d97b3c183c9,北京市,北京市,石景山区,皇城丽景苑小区北侧，北至衡王府西街，东临地税局家属院，西临皇城丽景苑小区前停车场。,0.0,0.0,39.913392,116.241296,0
e98c880c-4748-4eb0-8cc5-206d6f4484d8,北京市,北京市,朝阳区,红寺堡区城区金水广场东侧 杨自德商业用地南侧，东至杨占林 马耀奇用地，南至赫付昌 王世芳 吴容香 马志川 袁海琴 杨具珍 李成刚用地，西至金水广场，北至杨自德商业用地,0.0,0.0,39.997,116.445568,0
ae465c8c-72f3-4c11-a5c1-a8cc4a06a6f9,北京市,北京市,海淀区,东邻城关街道办事处刘坟行政村，西邻黄河路，南邻城关街道办事处刘坟行政村，北邻城关街道办事处刘坟行政村。,0.0,0.0,39.956232,116.3216,0
5cc12df9-46a2-49fb-b942-603a69b2c73d,北京市,北京市,东城区,沙坪坝区西永组团M标准分区M10-2/03（部分） M11-5/03 M12-1/03 M13-2/03 M14-6/03（部分）号宗地,0.0,0.0,39.953028,116.420568,0
e90070c6-f22f-4330-9e89-edef5f8b814b,北京市,北京市,顺义区,位于贺兰县城规划区（清真食品园内），东至经六路 南至预留地 西至预留地 北至预留地,0.0,0.0,40.022052,116.68104,0
d15c3f64-54d7-4d7f-a8bd-f747791bd848,北京市,北京市,昌平区,位于文陂镇区内，文陂派出所东北面，东至青东公路，南至柏油路，西至村水田，北至渼陂村林地,0.0,0.0,40.233652,116.08412,0
43e2227f-e4c4-4c84-946b-5ed42fecf870,北京市,北京市,朝阳区,铜仁市中心城区凉湾组团LW-3单元（铜仁市中心城区凉湾组团LW-3单元控规LW-3-22地块）,0.0,0.0,39.93374,116.438608,0
27EDBC47930548DDE055000000000001,北京市,北京市,西城区,湖滨新区井头乡，东至江山大道（红线宽61米）15米绿化带，西至空地，北至双星大道（红线宽40米）15米绿化带，南至空地,0.0,0.0,39.890112,116.375,0
dae9c421-2ca3-4809-bec4-44b076f3ff76,北京市,北京市,通州区,金桥开发区境内，铜南路以南，坝白路以东，沪渝高速公路以北，芜大高速出口以西地界范围内。,0.0,0.0,39.6392,116.796944,0
da624634-2b3d-4240-8ec4-d65fc81e6304,北京市,北京市,房山区,开发区佃户屯办事处佃户屯社区居民点以南 农村道路以西 佃户屯社区居民点以东 纬三路以北,0.0,0.0,39.707388,116.005088,0
4daf6212-63d6-4c49-8a82-764e56d10de4,北京市,北京市,昌平区,北京市昌平区北七家镇003 CP07-0204-0001 010 013地块B4综合性商业金融服务业用地 A61机构养老设施用地 R2二类居住用地 A33基础教育用地,0.0,0.0,40.11644,116.417936,0
6d8b4fba-ae1d-4a7c-96af-9fe0b563197e,北京市,北京市,顺义区,北京市顺义区后沙峪镇SY00-0019-6001 6003地块R2二类居住用地 SY00-0019-6004地块B1商业用地,0.0,0.0,40.23058,116.539704,0
b5861b5a-71fd-43b0-99fa-67ed38b3e62c,北京市,北京市,平谷区,布尔洞南二路以南 纬九路西延伸（东康第二快速路）以东 排洪渠西一路以西 白家坡北路以北,0.0,0.0,40.114536,117.19564,0
6d283611-6fe4-4820-9f72-47f0294bf711,北京市,北京市,朝阳区,中王舍 西岗头居委会。四至：东至中王舍居委会地 西岗头居委会地，西至中王舍居委会地 西岗头居委会地 国营苗圃场地，南至西岗头居委会地，北至中王舍居委会地。,0.0,0.0,39.948348,116.54392,0
b698b081-f3ce-4a93-ad83-6859cbd76206,北京市,北京市,门头沟区,怀化市鹤城区石门板山村 清水井村 犁头园村 凉亭坳乡杨谭村 尹家岭村 曹家坡村 老寨溪村2 屋家溪村 盈口乡岩头村 城南办事处龙形村 桥梁村 河西街道办事处方石坪村 白岩村 黄金坳镇水环村 江垅湾村 尽远村 水沙溪村 张家村,0.0,0.0,39.942388,115.791736,0
deade71c-5dbe-4e0a-8b28-a2976fbb33af,北京市,北京市,海淀区,闵行区莘庄工业区759街坊P1[闵行区莘庄工业区闵行新城MHPO-0501单元38A-05A地块（加油站）],0.0,0.0,39.91104,116.2588,0
